regkey;name;population;level
130745456044;Krusenhagen;584;gemeinde
130745456056;Neuburg;2184;gemeinde
130745457006;Bibow;377;gemeinde
130745457023;Glasin;805;gemeinde
130745457036;Jesendorf;506;gemeinde
130745457046;Lübberstorf;231;gemeinde
130745457057;Stadt Neukloster;3999;gemeinde
130745457060;Passee;202;gemeinde
130745457084;Stadt Warin;3147;gemeinde
130745457090;Zurow;1288;gemeinde
130745457091;Züsow;304;gemeinde
130745458013;Carlow;1195;gemeinde
130745458018;Dechow;190;gemeinde
130745458028;Groß Molzahn;396;gemeinde
130745458033;Holdorf;416;gemeinde
130745458042;Königsfeld;949;gemeinde
130745458065;Stadt Rehna;3536;gemeinde
130745458066;Rieps;357;gemeinde
130745458073;Schlagsdorf;1231;gemeinde
130745458078;Thandorf;185;gemeinde
130745458080;Utecht;419;gemeinde
130745458092;Wedendorfersee;695;gemeinde
130745459017;Stadt Dassow;4030;gemeinde
130745459027;Grieben;155;gemeinde
130745459049;Lüdersdorf;5161;gemeinde
130745459052;Menzendorf;241;gemeinde
130745459067;Roduchelstorf;243;gemeinde
130745459074;Stadt Schönberg;4415;gemeinde
130745459076;Selmsdorf;3077;gemeinde
130745459094;Siemz-Niendorf;599;gemeinde
130750000000;Vorpommern-Greifswald;225469;kreis
130750005005;Hansestadt Anklam;11864;gemeinde
130750039039;Universitäts- Und Hansestadt Greifswald;55617;gemeinde
130750049049;Ostseebad Heringsdorf;5991;gemeinde
130750105105;Stadt Pasewalk;9714;gemeinde
130750130130;Stadt Strasburg (Uckermark);4359;gemeinde
130750136136;Stadt Ueckermünde, Seebad;8794;gemeinde
130755551021;Buggenhagen;201;gemeinde
130755551072;Krummin;215;gemeinde
130755551074;Stadt Lassan;1268;gemeinde
130755551087;Lütow;408;gemeinde
130755551124;Sauzin;400;gemeinde
130755551144;Stadt Wolgast;10838;gemeinde
130755551147;Zemitz;620;gemeinde
130755552001;Ahlbeck;610;gemeinde
130755552003;Altwarp;422;gemeinde
130755552031;Stadt Eggesin;4769;gemeinde
130755552037;Grambin;407;gemeinde
130755552051;Hintersee;330;gemeinde
130755552075;Leopoldshagen;609;gemeinde
130755552078;Liepgarten;776;gemeinde
130755552084;Lübs;341;gemeinde
130755552085;Luckow;555;gemeinde
130755552089;Meiersberg;408;gemeinde
130755552093;Mönkebude;768;gemeinde
130755552139;Vogelsang-Warsin;347;gemeinde
130755553007;Bargischow;278;gemeinde
130755553013;Blesewitz;244;gemeinde
130755553015;Boldekow;633;gemeinde
130755553020;Bugewitz;237;gemeinde
130755553022;Butzow;435;gemeinde
130755553029;Ducherow;2268;gemeinde
130755553053;Iven;174;gemeinde
130755553068;Krien;671;gemeinde
130755553073;Krusenfelde;158;gemeinde
130755553088;Medow;492;gemeinde
130755553098;Neu Kosenow;446;gemeinde
130755553101;Neuenkirchen (Landkreis Vorpommern-Greifswald);216;gemeinde
130755553110;Postlow;302;gemeinde
130755553116;Rossin;168;gemeinde
130755553122;Sarnow;364;gemeinde
130755553127;Spantekow;1061;gemeinde
130755553128;Stolpe an der Peene;283;gemeinde
130755553155;Neetzow-Liepen;819;gemeinde
130755554002;Alt Tellin;384;gemeinde
130755554009;Bentzin;829;gemeinde
130755554023;Daberkow;335;gemeinde
130755554054;Stadt Jarmen;2874;gemeinde
130755554070;Kruckow;666;gemeinde
130755554134;Tutow;996;gemeinde
130755554140;Völschow;522;gemeinde
130755555008;Behrenhoff;836;gemeinde
130755555025;Dargelin;369;gemeinde
130755555027;Dersekow;1127;gemeinde
130755555050;Hinrichshagen;910;gemeinde
130755555076;Levenhagen;405;gemeinde
130755555091;Mesekenhagen;1060;gemeinde
130755555102;Neuenkirchen (Landkreis Vorpommern-Greifswald);2382;gemeinde
130755555141;Wackerow;1506;gemeinde
130755555142;Weitenhagen (Landkreis Vorpommern-Greifswald);2097;gemeinde
130755556011;Bergholz;316;gemeinde
130755556012;Blankensee (Landkreis Vorpommern-Greifswald);560;gemeinde
130755556016;Boock;584;gemeinde
130755556035;Glasow;155;gemeinde
130755556038;Grambow (Landkreis Vorpommern-Greifswald);864;gemeinde
130755556067;Krackow;621;gemeinde
130755556079;Löcknitz;3238;gemeinde
130755556095;Nadrensee;348;gemeinde
130755556107;Stadt Penkun;1841;gemeinde
130755556108;Plöwen;288;gemeinde
130755556113;Ramin;678;gemeinde
130755556117;Rossow;453;gemeinde
130755556119;Rothenklempenow;597;gemeinde
130755557018;Brünzow;672;gemeinde
130755557046;Hanshagen;878;gemeinde
130755557059;Katzow;597;gemeinde
130755557060;Kemnitz;1144;gemeinde
130755557069;Kröslin;1813;gemeinde
130755557081;Loissin;786;gemeinde
130755557083;Seebad Lubmin;2122;gemeinde
130755557097;Neu Boltenhagen;568;gemeinde
130755557120;Rubenow;791;gemeinde
130755557146;Wusterhusen;1098;gemeinde
130755558036;Görmin;885;gemeinde
130755558082;Stadt Loitz;4267;gemeinde
130755558123;Sassen-Trantow;802;gemeinde
130755559004;Altwigshagen;382;gemeinde
130755559033;Ferdinandshof;2604;gemeinde
130755559045;Hammer a.d. Uecker;459;gemeinde
130755559048;Heinrichswalde;389;gemeinde
130755559118;Rothemühl;295;gemeinde
130755559131;Stadt Torgelow;8896;gemeinde
130755559143;Wilhelmsburg;734;gemeinde
130755560017;Brietzig;191;gemeinde
130755560032;Fahrenwalde;269;gemeinde
130755560042;Groß Luckow;184;gemeinde
130755560055;Jatznick;2186;gemeinde
130755560063;Koblentz;190;gemeinde
130755560071;Krugsdorf;474;gemeinde
130755560103;Nieden;155;gemeinde
130755560104;Papendorf (Landkreis Vorpommern-Greifswald);196;gemeinde
130755560109;Polzow;241;gemeinde
130755560115;Rollwitz;872;gemeinde
130755560126;Schönwalde;412;gemeinde
130755560138;Viereck;961;gemeinde
130755560149;Zerrenthin;464;gemeinde
130755561058;Ostseebad Karlshagen;2865;gemeinde
130755561092;Mölschow;696;gemeinde
130755561106;Peenemünde;331;gemeinde
130755561133;Ostseebad Trassenheide;765;gemeinde
130755561151;Ostseebad Zinnowitz;3715;gemeinde
130755562010;Benz (Landkreis Vorpommern-Greifswald);1074;gemeinde
130755562026;Dargen;552;gemeinde
130755562034;Garz;279;gemeinde
130755562056;Kamminke;234;gemeinde
130755562065;Korswandt;581;gemeinde
130755562066;Ostseebad Koserow;1584;gemeinde
130755562080;Seebad Loddin;933;gemeinde
130755562090;Mellenthin;428;gemeinde
130755562111;Pudagla;460;gemeinde
130755562114;Rankwitz;528;gemeinde
130755562129;Stolpe auf Usedom;341;gemeinde
130755562135;Seebad Ückeritz;1000;gemeinde
130755562137;Stadt Usedom;1492;gemeinde
130755562148;Seebad Zempin;930;gemeinde
130755562152;Zirchow;577;gemeinde
130755563006;Bandelin;573;gemeinde
130755563040;Gribow;134;gemeinde
130755563041;Groß Kiesow;1217;gemeinde
130755563043;Groß Polzin;378;gemeinde
130755563044;Stadt Gützkow;3027;gemeinde
130755563061;Klein Bünzow;652;gemeinde
130755563094;Murchin;822;gemeinde
130755563121;Rubkow;600;gemeinde
130755563125;Schmatzin;273;gemeinde
130755563145;Wrangelsburg;246;gemeinde
130755563150;Ziethen;428;gemeinde
130755563154;Züssow;1278;gemeinde
130755563156;Karlsburg;1778;gemeinde
130760000000;Ludwigslust-Parchim;208824;kreis
130760014014;Stadt Boizenburg/ Elbe;11009;gemeinde
130760060060;Stadt Hagenow;11855;gemeinde
130760088088;Stadt Lübtheen;4639;gemeinde
130760090090;Stadt Ludwigslust;11845;gemeinde
130760108108;Stadt Parchim;17814;gemeinde
130765652009;Bengerstorf;500;gemeinde
130765652010;Besitz;443;gemeinde
130765652016;Brahlstorf;690;gemeinde
130765652030;Dersenow;457;gemeinde
130765652054;Gresse;630;gemeinde
130765652055;Greven;773;gemeinde
130765652102;Neu Gülze;739;gemeinde
130765652106;Nostorf;764;gemeinde
130765652122;Schwanheide;702;gemeinde
130765652136;Teldau;865;gemeinde
130765652138;Tessin b. Boizenburg;375;gemeinde
130765654034;Stadt Dömitz;2930;gemeinde
130765654053;Grebs-Niendorf;546;gemeinde
130765654067;Karenz;223;gemeinde
130765654093;Malk Göhren;403;gemeinde
130765654094;Malliß;1115;gemeinde
130765654103;Neu Kaliß;1928;gemeinde
130765654143;Vielank;1291;gemeinde
130765655040;Gallin-Kuppentin;442;gemeinde
130765655051;Granzin;386;gemeinde
130765655075;Kreien;354;gemeinde
130765655077;Kritzow;468;gemeinde
130765655089;Stadt Lübz;5958;gemeinde
130765655109;Passow;700;gemeinde
130765655125;Siggelkow;848;gemeinde
130765655151;Werder (Landkreis Ludwigslust-Parchim);334;gemeinde
130765655165;Gehlsbach;528;gemeinde
130765655168;Ruhner Berge;1744;gemeinde
130765656032;Dobbertin;1110;gemeinde
130765656048;Stadt Goldberg;3275;gemeinde
130765656096;Mestlin;722;gemeinde
130765656104;Neu Poserin;504;gemeinde
130765656135;Techentin;710;gemeinde
130765657003;Balow;316;gemeinde
130765657021;Brunow;297;gemeinde
130765657027;Dambeck;286;gemeinde
130765657037;Eldena;1167;gemeinde
130765657049;Gorlosen;457;gemeinde
130765657050;Stadt Grabow;5436;gemeinde
130765657069;Karstädt;608;gemeinde
130765657076;Kremmin;245;gemeinde
130765657097;Milow;353;gemeinde
130765657098;Möllenbeck (Landkreis Ludwigslust-Parchim);191;gemeinde
130765657100;Muchow;273;gemeinde
130765657115;Prislich;695;gemeinde
130765657161;Zierzow;391;gemeinde
130765658002;Alt Zachun;352;gemeinde
130765658004;Bandenitz;492;gemeinde
130765658008;Belsch;220;gemeinde
130765658013;Bobzin;255;gemeinde
130765658019;Bresegard bei Picher;287;gemeinde
130765658041;Gammelin;470;gemeinde
130765658057;Groß Krams;165;gemeinde
130765658064;Hoort;569;gemeinde
130765658065;Hülseburg;155;gemeinde
130765658070;Kirch Jesar;641;gemeinde
130765658079;Kuhstorf;720;gemeinde
130765658099;Moraas;484;gemeinde
130765658110;Pätow-Steegen;408;gemeinde
130765658111;Picher;618;gemeinde
130765658116;Pritzier;431;gemeinde
130765658119;Redefin;545;gemeinde
130765658131;Strohkirchen;310;gemeinde
130765658145;Warlitz;451;gemeinde
130765658169;Toddin;880;gemeinde
130765659001;Alt Krenzlin;749;gemeinde
130765659018;Bresegard bei Eldena;187;gemeinde
130765659046;Göhlen;532;gemeinde
130765659058;Groß Laasch;933;gemeinde
130765659086;Lübesse;676;gemeinde
130765659087;Lüblow;555;gemeinde
130765659118;Rastow;1850;gemeinde
130765659134;Sülstorf;839;gemeinde
130765659141;Uelitz;478;gemeinde
130765659146;Warlow;494;gemeinde
130765659156;Wöbbelin;904;gemeinde
130765660012;Blievenstorf;429;gemeinde
130765660017;Brenz;507;gemeinde
130765660105;Stadt Neustadt-Glewe;6668;gemeinde
130765662035;Domsühl;1314;gemeinde
130765662056;Groß Godems;389;gemeinde
130765662068;Karrenzin;532;gemeinde
130765662085;Lewitzrand;1367;gemeinde
130765662120;Rom;791;gemeinde
130765662126;Spornitz;1192;gemeinde
130765662129;Stolpe;320;gemeinde
130765662160;Ziegendorf;628;gemeinde
130765662162;Zölkow;732;gemeinde
130765662164;Obere Warnow;783;gemeinde
130765663006;Barkhagen;581;gemeinde
130765663114;Stadt Plau Am See;5981;gemeinde
130765663166;Ganzlin;1384;gemeinde
130765664011;Blankenberg;388;gemeinde
130765664015;Borkow;427;gemeinde
130765664020;Stadt Brüel;2573;gemeinde
130765664026;Dabel;1332;gemeinde
130765664062;Hohen Pritz;358;gemeinde
130765664072;Kobrow;409;gemeinde
130765664078;Kuhlen-Wendorf;776;gemeinde
130765664101;Mustin;348;gemeinde
130765664128;Stadt Sternberg;3866;gemeinde
130765664148;Weitendorf;373;gemeinde
130765664155;Witzin;452;gemeinde
130765664167;Kloster Tempzin;555;gemeinde
130765665036;Dümmer;1564;gemeinde
130765665063;Holthusen;912;gemeinde
130765665071;Klein Rogahn;1360;gemeinde
130765665107;Pampow;3013;gemeinde
130765665121;Schossin;250;gemeinde
130765665130;Stralendorf;1337;gemeinde
130765665147;Warsow;675;gemeinde
130765665154;Wittenförden;2432;gemeinde
130765665163;Zülow;143;gemeinde
130765666152;Stadt Wittenburg;6210;gemeinde
130765666153;Wittendörp;2902;gemeinde
130765667039;Gallin;568;gemeinde
130765667073;Kogel;655;gemeinde
130765667092;Lüttow-Valluhn;811;gemeinde
130765667142;Vellahn;2732;gemeinde
130765667159;Stadt Zarrentin Am Schaalsee;5299;gemeinde
130765668005;Banzkow;2710;gemeinde
130765668007;Barnin;471;gemeinde
130765668023;Bülow;321;gemeinde
130765668024;Cambs;606;gemeinde
130765668025;Stadt Crivitz;4618;gemeinde
130765668029;Demen;822;gemeinde
130765668033;Dobin am See;1970;gemeinde
130765668038;Friedrichsruhe;870;gemeinde
130765668044;Gneven;362;gemeinde
130765668080;Langen Brütz;485;gemeinde
130765668082;Leezen;2198;gemeinde
130765668112;Pinnow (Landkreis Ludwigslust-Parchim);2005;gemeinde
130765668113;Plate;3230;gemeinde
130765668117;Raben Steinfeld;1079;gemeinde
130765668133;Sukow;1472;gemeinde
130765668140;Tramm;867;gemeinde
130765668158;Zapel;436;gemeinde
140000000000;Sachsen;4038131;bundesland
145110000000;Stadt Chemnitz;240078;gemeinde
145110000000;Stadt Chemnitz;240078;kreis
145210000000;Erzgebirgskreis;324874;kreis
145210010010;Amtsberg;3694;gemeinde
145210020020;Stadt Annaberg-Buchholz;18942;gemeinde
145210035035;Stadt Aue-Bad Schlema;19278;gemeinde
145210110110;Breitenbrunn/Erzgeb.;4943;gemeinde
145210130130;Crottendorf;3938;gemeinde
145210150150;Drebach;4922;gemeinde
145210160160;Stadt Ehrenfriedersdorf;4442;gemeinde
145210170170;Stadt Eibenstock;6986;gemeinde
145210200200;Gelenau/Erzgeb.;4144;gemeinde
145210240240;Großolbersdorf;2751;gemeinde
145210250250;Großrückerswalde;3326;gemeinde
145210260260;Stadt Grünhain-Beierfeld;5617;gemeinde
145210290290;Hohndorf;3362;gemeinde
145210310310;Jahnsdorf/Erzgeb.;5362;gemeinde
145210320320;Stadt Johanngeorgenstadt;3696;gemeinde
145210330330;Stadt Jöhstadt;2553;gemeinde
145210355355;Stadt Lauter-Bernsbach;8425;gemeinde
145210370370;Stadt Lößnitz;7781;gemeinde
145210390390;Stadt Marienberg;16439;gemeinde
145210400400;Mildenau;3417;gemeinde
145210410410;Neukirchen/Erzgeb.;6879;gemeinde
145210440440;Stadt Oberwiesenthal, Kurort;1992;gemeinde
145210450450;Stadt Oelsnitz/Erzgeb.;11097;gemeinde
145210460460;Stadt Olbernhau;10345;gemeinde
145210495495;Stadt Pockau-Lengefeld;7398;gemeinde
145210500500;Raschau-Markersbach;4825;gemeinde
145210530530;Stadt Schneeberg;13420;gemeinde
145210540540;Schönheide;4149;gemeinde
145210550550;Stadt Schwarzenberg/Erzgeb.;15917;gemeinde
145210560560;Sehmatal;6158;gemeinde
145210600600;Stützengrün;3123;gemeinde
145210620620;Stadt Thalheim/Erzgeb.;6010;gemeinde
145210630630;Thermalbad Wiesenbad;3108;gemeinde
145210640640;Stadt Thum;4835;gemeinde
145210670670;Stadt Wolkenstein;3815;gemeinde
145215101060;Bärenstein;2196;gemeinde
145215101340;Königswalde;2135;gemeinde
145215103040;Auerbach (Landkreis Erzgebirgskreis);2321;gemeinde
145215103120;Burkhardtsdorf;6022;gemeinde
145215103230;Gornsdorf;1970;gemeinde
145215110210;Stadt Geyer;3298;gemeinde
145215110610;Tannenberg;1041;gemeinde
145215115380;Stadt Lugau/Erzgeb.;7566;gemeinde
145215115430;Niederwürschnitz;2548;gemeinde
145215130510;Stadt Scheibenberg;1983;gemeinde
145215130520;Stadt Schlettau;2291;gemeinde
145215132140;Deutschneudorf;868;gemeinde
145215132280;Heidersdorf;768;gemeinde
145215132570;Kurort Seiffen/Erzgeb.;1917;gemeinde
145215133420;Niederdorf;1281;gemeinde
145215133590;Stadt Stollberg/Erzgeb.;11321;gemeinde
145215138220;Gornau/Erzgeb.;3716;gemeinde
145215138690;Motorradstadt Zschopau, Stadt;8811;gemeinde
145215139080;Bockau;2148;gemeinde
145215139700;Zschorlau;5108;gemeinde
145215140180;Stadt Elterlein;2745;gemeinde
145215140710;Stadt Zwönitz;11596;gemeinde
145215405090;Börnichen/Erzgeb.;957;gemeinde
145215405270;Grünhainichen;3178;gemeinde
145220000000;Mittelsachsen;297712;kreis
145220020020;Stadt Augustusburg;4495;gemeinde
145220035035;Bobritzsch-Hilbersdorf;5658;gemeinde
145220050050;Stadt Brand-Erbisdorf;9029;gemeinde
145220070070;Claußnitz;2984;gemeinde
145220080080;Stadt Döbeln;23488;gemeinde
145220110110;Eppendorf;3927;gemeinde
145220120120;Erlau;3178;gemeinde
145220140140;Stadt Flöha;10332;gemeinde
145220150150;Garnisonsstadt Frankenberg/Sa., Stadt;13576;gemeinde
145220170170;Stadt Frauenstein;2694;gemeinde
145220180180;Universitätsstadt Freiberg, Stadt;40103;gemeinde
145220190190;Stadt Geringswalde;4108;gemeinde
145220200200;Großhartmannsdorf;2411;gemeinde
145220210210;Stadt Großschirma;5351;gemeinde
145220220220;Großweitzschen;2634;gemeinde
145220230230;Stadt Hainichen;8339;gemeinde
145220240240;Halsbrücke;5023;gemeinde
145220250250;Stadt Hartha;6719;gemeinde
145220260260;Hartmannsdorf (Landkreis Mittelsachsen);4379;gemeinde
145220290290;Königshain-Wiederau;2576;gemeinde
145220300300;Kriebstein;1993;gemeinde
145220310310;Stadt Leisnig;8224;gemeinde
145220320320;Leubsdorf (Landkreis Mittelsachsen);3232;gemeinde
145220330330;Lichtenau;7050;gemeinde
145220350350;Stadt Lunzenau;3985;gemeinde
145220390390;Mulda/Sa.;2423;gemeinde
145220400400;Neuhausen/Erzgeb.;2496;gemeinde
145220420420;Niederwiesa;4751;gemeinde
145220430430;Oberschöna;3276;gemeinde
145220440440;Stadt Oederan;7714;gemeinde
145220460460;Stadt Penig;8343;gemeinde
145220470470;Rechenberg-Bienenmühle;1771;gemeinde
145220480480;Reinsberg;2817;gemeinde
145220500500;Rossau;3320;gemeinde
145220510510;Stadt Roßwein;7244;gemeinde
145220540540;Striegistal;4551;gemeinde
145220570570;Stadt Waldheim;9033;gemeinde
145220580580;Wechselburg;1763;gemeinde
145225102060;Stadt Burgstädt;10468;gemeinde
145225102380;Mühlau;2098;gemeinde
145225102550;Taura;2303;gemeinde
145225113340;Lichtenberg/Erzgeb.;2616;gemeinde
145225113590;Weißenborn/Erzgeb.;2391;gemeinde
145225119010;Altmittweida;1823;gemeinde
145225119360;Hochschulstadt Mittweida, Stadt;13967;gemeinde
145225123450;Ostrau;3427;gemeinde
145225123620;Zschaitz-Ottewig;1288;gemeinde
145225126280;Königsfeld (Landkreis Mittelsachsen);1379;gemeinde
145225126490;Stadt Rochlitz;5511;gemeinde
145225126530;Seelitz;1630;gemeinde
145225126600;Zettlitz;656;gemeinde
145225129090;Dorfchemnitz;1469;gemeinde
145225129520;Stadt Sayda;1696;gemeinde
145230000000;Vogtlandkreis;221459;kreis
145230010010;Stadt Adorf/Vogtl.;4686;gemeinde
145230020020;Stadt Auerbach/Vogtl.;17732;gemeinde
145230030030;Bad Brambach;1646;gemeinde
145230040040;Stadt Bad Elster;3545;gemeinde
145230090090;Ellefeld;2498;gemeinde
145230100100;Stadt Elsterberg;3731;gemeinde
145230160160;Stadt Klingenthal;7577;gemeinde
145230170170;Stadt Lengenfeld;6887;gemeinde
145230200200;Stadt Markneukirchen;7221;gemeinde
145230245245;Muldenhammer;2903;gemeinde
145230280280;Neumark;2942;gemeinde
145230310310;Stadt Pausa-Mühltroff;4751;gemeinde
145230320320;Stadt Plauen;64674;gemeinde
145230330330;Pöhl;2460;gemeinde
145230360360;Stadt Rodewisch;6167;gemeinde
145230365365;Rosenbach/Vogtl.;4009;gemeinde
145230380380;Steinberg (Landkreis Vogtlandkreis);2725;gemeinde
145230450450;Weischlitz;5718;gemeinde
145235107120;Stadt Falkenstein/Vogtl.;7619;gemeinde
145235107130;Grünbach;1678;gemeinde
145235107290;Neustadt/Vogtl.;932;gemeinde
145235120190;Limbach (Landkreis Vogtlandkreis);1392;gemeinde
145235120260;Stadt Netzschkau;3720;gemeinde
145235122060;Bösenbrunn;1090;gemeinde
145235122080;Eichigt;1104;gemeinde
145235122300;Stadt Oelsnitz/Vogtl.;10306;gemeinde
145235122440;Triebel/Vogtl.;1150;gemeinde
145235125150;Heinsdorfergrund;1917;gemeinde
145235125340;Stadt Reichenbach Im Vogtland;20001;gemeinde
145235131230;Mühlental;1233;gemeinde
145235131370;Stadt Schöneck/Vogtl.;2952;gemeinde
145235134270;Neuensalz;2039;gemeinde
145235134430;Stadt Treuen;7684;gemeinde
145235402050;Bergen (Landkreis Vogtlandkreis);922;gemeinde
145235402410;Theuma;1003;gemeinde
145235402420;Tirpersdorf;1363;gemeinde
145235402460;Werda;1482;gemeinde
145240000000;Zwickau;310249;kreis
145240020020;Callenberg;4795;gemeinde
145240060060;Fraureuth;4939;gemeinde
145240070070;Gersdorf;3793;gemeinde
145240080080;Stadt Glauchau;21821;gemeinde
145240090090;Stadt Hartenstein;4482;gemeinde
145240120120;Stadt Hohenstein-Ernstthal;14168;gemeinde
145240140140;Langenbernsdorf;3452;gemeinde
145240150150;Langenweißbach;2411;gemeinde
145240170170;Lichtentanne;6117;gemeinde
145240200200;Mülsen;10778;gemeinde
145240210210;Neukirchen/Pleiße;3798;gemeinde
145240230230;Stadt Oberlungwitz;5736;gemeinde
145240250250;Reinsdorf (Landkreis Zwickau);7164;gemeinde
145240300300;Stadt Werdau;20668;gemeinde
145240310310;Stadt Wildenfels;3525;gemeinde
145240320320;Stadt Wilkau-Haßlau;9619;gemeinde
145240330330;Stadt Zwickau;87020;gemeinde
145245104030;Stadt Crimmitschau;18718;gemeinde
145245104050;Dennheritz;1293;gemeinde
145245111040;Crinitzberg;1809;gemeinde
145245111100;Hartmannsdorf b. Kirchberg;1350;gemeinde
145245111110;Hirschfeld (Landkreis Zwickau);1082;gemeinde
145245111130;Stadt Kirchberg;7916;gemeinde
145245114180;Stadt Limbach-Oberfrohna;23708;gemeinde
145245114220;Niederfrohna;2221;gemeinde
145245118190;Stadt Meerane;13897;gemeinde
145245118270;Schönberg (Landkreis Zwickau);866;gemeinde
145245128010;Bernsdorf;2140;gemeinde
145245128160;Stadt Lichtenstein/Sa.;11148;gemeinde
145245128280;St. Egidien;3177;gemeinde
145245135240;Oberwiera;1015;gemeinde
145245135260;Remse;1642;gemeinde
145245135290;Stadt (Landkreis Zwickau) Waldenburg;3981;gemeinde
146120000000;Stadt Dresden;557782;kreis
146120000000;Stadt Dresden;557782;gemeinde
146250000000;Bautzen;296168;kreis
146250010010;Arnsdorf;4790;gemeinde
146250020020;Stadt Bautzen;38084;gemeinde
146250030030;Stadt Bernsdorf;6281;gemeinde
146250060060;Burkau;2586;gemeinde
146250090090;Cunewalde;4551;gemeinde
146250100100;Demitz-Thumitz;2638;gemeinde
146250110110;Doberschau-Gaußig;4243;gemeinde
146250120120;Elsterheide;3346;gemeinde
146250130130;Stadt Elstra;2683;gemeinde
146250150150;Göda;2975;gemeinde
146250160160;Großdubrau;4098;gemeinde
146250200200;Stadt Großröhrsdorf;9417;gemeinde
146250220220;Haselbachtal;3910;gemeinde
146250230230;Hochkirch;2222;gemeinde
146250240240;Stadt Hoyerswerda;31064;gemeinde
146250250250;Stadt Kamenz;17282;gemeinde
146250280280;Königswartha;3466;gemeinde
146250290290;Kubschütz;2442;gemeinde
146250310310;Stadt Lauta;7961;gemeinde
146250330330;Lohsa;5145;gemeinde
146250340340;Malschwitz;4757;gemeinde
146250380380;Neukirch/Lausitz;4762;gemeinde
146250420420;Oßling;2222;gemeinde
146250430430;Ottendorf-Okrilla;10055;gemeinde
146250480480;Stadt Radeberg;18724;gemeinde
146250490490;Radibor;3146;gemeinde
146250525525;Stadt Schirgiswalde-Kirschau;6102;gemeinde
146250530530;Schmölln-Putzkau;2969;gemeinde
146250550550;Schwepnitz;2444;gemeinde
146250560560;Sohland a. d. Spree;6450;gemeinde
146250570570;Spreetal;1773;gemeinde
146250590590;Steinigtwolmsdorf;2666;gemeinde
146250600600;Wachau;4218;gemeinde
146250610610;Stadt Weißenberg;3056;gemeinde
146250630630;Stadt Wilthen;4741;gemeinde
146250640640;Stadt Wittichenau;5676;gemeinde
146255207040;Stadt Bischofswerda;10762;gemeinde
146255207510;Rammenau;1334;gemeinde
146255211140;Frankenthal;911;gemeinde
146255211170;Großharthau;2934;gemeinde
146255212190;Großpostwitz/O.L.;2731;gemeinde
146255212390;Obergurig;2093;gemeinde
146255218270;Stadt Königsbrück;4635;gemeinde
146255218300;Laußnitz;1842;gemeinde
146255218370;Neukirch (Landkreis Bautzen);1602;gemeinde
146255223360;Neschwitz;2420;gemeinde
146255223460;Puschwitz;774;gemeinde
146255231180;Großnaundorf;927;gemeinde
146255231320;Lichtenberg;1609;gemeinde
146255231410;Ohorn;2470;gemeinde
146255231450;Stadt Pulsnitz;7328;gemeinde
146255231580;Steina;1656;gemeinde
146255501080;Crostwitz;1035;gemeinde
146255501350;Nebelschütz;1201;gemeinde
146255501440;Panschwitz-Kuckau;2089;gemeinde
146255501470;Räckelwitz;1143;gemeinde
146255501500;Ralbitz-Rosenthal;1727;gemeinde
146260000000;Görlitz;247014;kreis
146260060060;Boxberg/O.L.;4253;gemeinde
146260085085;Stadt Ebersbach-Neugersdorf;11201;gemeinde
146260110110;Stadt Görlitz;54664;gemeinde
146260180180;Stadt Herrnhut;5776;gemeinde
146260245245;Kottmar;7061;gemeinde
146260250250;Krauschwitz;3265;gemeinde
146260280280;Leutersdorf (Landkreis Görlitz);3456;gemeinde
146260300300;Markersdorf;3774;gemeinde
146260310310;Mittelherwigsdorf;3506;gemeinde
146260370370;Stadt Niesky;9094;gemeinde
146260390390;Oderwitz;4764;gemeinde
146260420420;Stadt Ostritz;2219;gemeinde
146260530530;Stadt Seifhennersdorf;3606;gemeinde
146260610610;Stadt Zittau;25585;gemeinde
146265203010;Stadt Bad Muskau;3623;gemeinde
146265203100;Gablenz;1565;gemeinde
146265206030;Stadt Bernstadt A. D. Eigen;3181;gemeinde
146265206500;Schönau-Berzdorf a. d. Eigen;1460;gemeinde
146265214140;Großschönau;5234;gemeinde
146265214170;Hainewalde;1524;gemeinde
146265220150;Großschweidnitz;1262;gemeinde
146265220270;Lawalde;1789;gemeinde
146265220290;Stadt Löbau;14639;gemeinde
146265220470;Rosenbach;1538;gemeinde
146265224070;Dürrhennersdorf;865;gemeinde
146265224350;Stadt Neusalza-Spremberg;3173;gemeinde
146265224510;Schönbach (Landkreis Görlitz);1073;gemeinde
146265227050;Bertsdorf-Hörnitz;2020;gemeinde
146265227210;Kurort Jonsdorf;1482;gemeinde
146265227400;Olbersdorf;4503;gemeinde
146265227430;Oybin;1309;gemeinde
146265228020;Beiersdorf;1089;gemeinde
146265228410;Oppach;2253;gemeinde
146265232240;Königshain;1137;gemeinde
146265232450;Stadt Reichenbach/O.L.;4704;gemeinde
146265232570;Vierkirchen (Landkreis Görlitz);1664;gemeinde
146265233260;Kreba-Neudorf;847;gemeinde
146265233460;Rietschen;2459;gemeinde
146265235160;Hähnichen;1202;gemeinde
146265235480;Stadt Rothenburg/O.L.;4167;gemeinde
146265237120;Groß Düben;1055;gemeinde
146265237490;Schleife;2496;gemeinde
146265237560;Trebendorf;769;gemeinde
146265242590;Weißkeißel;1201;gemeinde
146265242600;Stadt Weißwasser/O.L.;15348;gemeinde
146265502190;Hohendubrau;1836;gemeinde
146265502320;Mücka;947;gemeinde
146265502440;Quitzdorf am See;1220;gemeinde
146265502580;Waldhufen;2345;gemeinde
146265503200;Horka;1554;gemeinde
