regkey;name;population;level
146265503230;Kodersdorf;2297;gemeinde
146265503330;Neißeaue;1622;gemeinde
146265503520;Schöpstal;2338;gemeinde
146270000000;Meißen;240414;kreis
146270010010;Stadt Coswig;20369;gemeinde
146270020020;Diera-Zehren;3234;gemeinde
146270030030;Ebersbach (Landkreis Meißen);4382;gemeinde
146270050050;Stadt Gröditz;6927;gemeinde
146270060060;Stadt Großenhain;18300;gemeinde
146270070070;Hirschstein;1948;gemeinde
146270080080;Käbschütztal;2767;gemeinde
146270100100;Klipphausen;10351;gemeinde
146270130130;Stadt Lommatzsch;4802;gemeinde
146270140140;Stadt Meißen;28487;gemeinde
146270150150;Moritzburg;8318;gemeinde
146270170170;Niederau;4077;gemeinde
146270180180;Stadt Nossen;10581;gemeinde
146270200200;Priestewitz;3133;gemeinde
146270210210;Stadt Radebeul;33497;gemeinde
146270220220;Stadt Radeburg;7325;gemeinde
146270230230;Stadt Riesa;29434;gemeinde
146270260260;Stauchitz;3097;gemeinde
146270270270;Stadt Strehla;3643;gemeinde
146270290290;Thiendorf;3719;gemeinde
146270310310;Weinböhla;10697;gemeinde
146270360360;Zeithain;5472;gemeinde
146275225040;Glaubitz;1972;gemeinde
146275225190;Nünchritz;5413;gemeinde
146275234240;Röderaue;2551;gemeinde
146275234340;Wülknitz;1615;gemeinde
146275238110;Lampertswalde;2531;gemeinde
146275238250;Schönfeld (Landkreis Meißen);1772;gemeinde
146280000000;Sächsische Schweiz-Osterzgebirge;244202;kreis
146280050050;Bannewitz;11170;gemeinde
146280060060;Stadt Dippoldiswalde;13927;gemeinde
146280100100;Dürrröhrsdorf-Dittersbach;4317;gemeinde
146280110110;Stadt Freital;39355;gemeinde
146280130130;Stadt Glashütte;6564;gemeinde
146280160160;Stadt Heidenau;16753;gemeinde
146280190190;Stadt Hohnstein;3205;gemeinde
146280220220;Kreischa;4569;gemeinde
146280260260;Stadt Neustadt In Sachsen;11848;gemeinde
146280300300;Stadt Rabenau;4295;gemeinde
146280360360;Stadt Sebnitz;9412;gemeinde
146280380380;Stadt Stolpen;5472;gemeinde
146280410410;Stadt Wilsdruff;14519;gemeinde
146285201010;Stadt Altenberg;7579;gemeinde
146285201170;Hermsdorf/Erzgeb.;748;gemeinde
146285202020;Stadt Bad Gottleuba-Berggießhübel;5427;gemeinde
146285202040;Bahretal;2131;gemeinde
146285202230;Stadt Liebstadt;1233;gemeinde
146285204030;Stadt Bad Schandau;3419;gemeinde
146285204320;Rathmannsdorf;904;gemeinde
146285204330;Reinhardtsdorf-Schöna;1302;gemeinde
146285209080;Stadt Dohna;6005;gemeinde
146285209250;Müglitztal;1848;gemeinde
146285219140;Gohrisch;1777;gemeinde
146285219210;Stadt Königstein/Sächs. Schw.;2089;gemeinde
146285219310;Kurort Rathen;339;gemeinde
146285219340;Rosenthal-Bielatal;1576;gemeinde
146285219390;Struppen;2434;gemeinde
146285221240;Lohmen (LK Sächsische Schweiz-Osterzgebirge);3077;gemeinde
146285221370;Stadt Stadt Wehlen;1547;gemeinde
146285229070;Dohma;2010;gemeinde
146285229270;Stadt Pirna;39411;gemeinde
146285230150;Hartmannsdorf-Reichenau;1044;gemeinde
146285230205;Klingenberg;6651;gemeinde
146285240090;Dorfhain;1085;gemeinde
146285240400;Stadt Tharandt;5160;gemeinde
147130000000;Stadt Leipzig;598899;gemeinde
147130000000;Stadt Leipzig;598899;kreis
147290000000;Leipzig;259190;kreis
147290030030;Bennewitz;5150;gemeinde
147290040040;Stadt Böhlen;6731;gemeinde
147290050050;Stadt Borna;18998;gemeinde
147290060060;Borsdorf;8243;gemeinde
147290070070;Stadt Brandis;9785;gemeinde
147290080080;Stadt Colditz;8278;gemeinde
147290140140;Stadt Frohburg;12371;gemeinde
147290150150;Stadt Geithain;6938;gemeinde
147290160160;Stadt Grimma;27639;gemeinde
147290170170;Stadt Groitzsch;7495;gemeinde
147290190190;Großpösna;5551;gemeinde
147290220220;Stadt Kitzscher;4927;gemeinde
147290245245;Lossatal;6103;gemeinde
147290250250;Machern;6638;gemeinde
147290260260;Stadt Markkleeberg;25581;gemeinde
147290270270;Stadt Markranstädt;16182;gemeinde
147290320320;Neukieritzsch;6995;gemeinde
147290360360;Stadt Regis-Breitingen;3825;gemeinde
147290370370;Stadt Rötha;6551;gemeinde
147290380380;Thallwitz;3536;gemeinde
147290400400;Stadt Trebsen/Mulde;3753;gemeinde
147290410410;Stadt Wurzen;15902;gemeinde
147290430430;Stadt Zwenkau;9072;gemeinde
147295301010;Stadt Bad Lausick;8040;gemeinde
147295301330;Otterwisch;1356;gemeinde
147295307020;Belgershain;3452;gemeinde
147295307300;Stadt Naunhof;8763;gemeinde
147295307340;Parthenstein;3541;gemeinde
147295308100;Elstertrebnitz;1277;gemeinde
147295308350;Stadt Pegau;6517;gemeinde
147300000000;Nordsachsen;200090;kreis
147300020020;Stadt Bad Düben;7840;gemeinde
147300045045;Stadt Belgern-Schildau;7558;gemeinde
147300050050;Cavertitz;2173;gemeinde
147300060060;Stadt Dahlen;4162;gemeinde
147300070070;Stadt Delitzsch;25816;gemeinde
147300080080;Doberschütz;4015;gemeinde
147300110110;Stadt Eilenburg;16155;gemeinde
147300160160;Laußig;3586;gemeinde
147300170170;Liebschützberg;2917;gemeinde
147300180180;Löbnitz (Landkreis Nordsachsen);2110;gemeinde
147300190190;Mockrehna;4963;gemeinde
147300200200;Stadt Mügeln;5638;gemeinde
147300210210;Naundorf;2190;gemeinde
147300230230;Stadt Oschatz;14050;gemeinde
147300250250;Rackwitz;5427;gemeinde
147300270270;Stadt Schkeuditz;19003;gemeinde
147300300300;Stadt Taucha;15978;gemeinde
147300330330;Wermsdorf;5169;gemeinde
147300340340;Wiedemar;5502;gemeinde
147305302010;Arzberg;1849;gemeinde
147305302030;Beilrode;4247;gemeinde
147305303090;Stadt Dommitzsch;2317;gemeinde
147305303120;Elsnig;1396;gemeinde
147305303320;Trossin;1256;gemeinde
147305306150;Krostitz;4122;gemeinde
147305306280;Schönwölkau;2607;gemeinde
147305311100;Dreiheide;2092;gemeinde
147305311310;Stadt Torgau;20096;gemeinde
147305601140;Jesewitz;3054;gemeinde
147305601360;Zschepplin;2802;gemeinde
150000000000;Sachsen-Anhalt;2146443;bundesland
150010000000;Stadt Dessau-Roßlau;75938;gemeinde
150010000000;Stadt Dessau-Roßlau;75938;kreis
150020000000;Stadt Halle (Saale);226586;kreis
150020000000;Stadt Halle (Saale);226586;gemeinde
150030000000;Landeshauptstadt Magdeburg;241517;kreis
150030000000;Landeshauptstadt Magdeburg;241517;gemeinde
150810000000;Altmarkkreis Salzwedel;81159;kreis
150810030030;Stadt Arendsee (Altmark);6486;gemeinde
150810135135;Hansestadt Gardelegen;22076;gemeinde
150810240240;Stadt Kalbe (Milde);7209;gemeinde
150810280280;Stadt Klötze;9790;gemeinde
150810455455;Hansestadt Salzwedel;22915;gemeinde
150815051026;Flecken Apenburg-Winterfeld;1684;gemeinde
150815051045;Beetzendorf;3017;gemeinde
150815051095;Dähre;1375;gemeinde
150815051105;Flecken Diesdorf;2165;gemeinde
150815051225;Jübar;1543;gemeinde
150815051290;Kuhfelde;1046;gemeinde
150815051440;Rohrberg (Landkreis Altmarkkreis Salzwedel);1012;gemeinde
150815051545;Wallstawe;841;gemeinde
150820000000;Anhalt-Bitterfeld;154059;kreis
150820005005;Stadt Aken (Elbe);7339;gemeinde
150820015015;Stadt Bitterfeld-Wolfen;36552;gemeinde
150820180180;Stadt Köthen (Anhalt);24166;gemeinde
150820241241;Muldestausee;11625;gemeinde
150820256256;Osternienburger Land;8121;gemeinde
150820301301;Stadt Raguhn-Jeßnitz;8818;gemeinde
150820340340;Stadt Sandersdorf-Brehna;14129;gemeinde
150820377377;Stadt Südliches Anhalt;13067;gemeinde
150820430430;Stadt Zerbst/Anhalt;21173;gemeinde
150820440440;Stadt Zörbig;9069;gemeinde
150830000000;Börde;168411;kreis
150830040040;Barleben;9124;gemeinde
150830270270;Stadt Haldensleben;19169;gemeinde
150830298298;Hohe Börde;18798;gemeinde
150830390390;Niedere Börde;6910;gemeinde
150830411411;Stadt Oebisfelde-Weferlingen;13070;gemeinde
150830415415;Stadt Oschersleben (Bode);18307;gemeinde
150830490490;Sülzetal;8658;gemeinde
150830531531;Stadt Wanzleben-Börde;13978;gemeinde
150830565565;Stadt Wolmirstedt;12088;gemeinde
150835051030;Angern;1961;gemeinde
150835051120;Burgstall;1477;gemeinde
150835051130;Colbitz;3322;gemeinde
150835051361;Loitsche-Heinrichsberg;935;gemeinde
150835051440;Rogätz;2177;gemeinde
150835051557;Westheide;1657;gemeinde
150835051580;Zielitz;1875;gemeinde
150835052020;Altenhausen;1022;gemeinde
150835052060;Beendorf;791;gemeinde
150835052115;Bülstringen;858;gemeinde
150835052125;Calvörde;3241;gemeinde
150835052205;Erxleben;2724;gemeinde
150835052230;Flechtingen;2719;gemeinde
150835052323;Ingersleben;1304;gemeinde
150835053190;Eilsleben;3626;gemeinde
150835053275;Harbke;1710;gemeinde
150835053320;Hötensleben;3485;gemeinde
150835053485;Sommersdorf (Landkreis Börde);1327;gemeinde
150835053505;Ummendorf (Landkreis Börde);926;gemeinde
150835053515;Völpke;1159;gemeinde
150835053535;Wefensleben;1604;gemeinde
150835054025;Am Großen Bruch;2064;gemeinde
150835054035;Ausleben;1581;gemeinde
150835054245;Stadt Gröningen;3386;gemeinde
150835054355;Stadt Kroppenstedt;1378;gemeinde
150840000000;Burgenlandkreis;174746;kreis
150840130130;Elsteraue;7917;gemeinde
150840235235;Stadt Hohenmölsen;9320;gemeinde
150840315315;Stadt Lützen;8246;gemeinde
150840355355;Stadt Naumburg (Saale);31864;gemeinde
150840490490;Stadt Teuchern;7889;gemeinde
150840550550;Stadt Weißenfels;38228;gemeinde
150840590590;Stadt Zeitz;27633;gemeinde
150845051012;An der Poststraße;1566;gemeinde
150845051015;Stadt Bad Bibra;2645;gemeinde
150845051125;Stadt Eckartsberga;2261;gemeinde
150845051132;Finne;1192;gemeinde
150845051133;Finneland;1013;gemeinde
150845051246;Kaiserpfalz;1701;gemeinde
150845051282;Lanitz-Hassel-Tal;1047;gemeinde
150845052115;Droyßig;1926;gemeinde
150845052207;Gutenborn;1715;gemeinde
150845052275;Kretzschau;2350;gemeinde
150845052442;Schnaudertal;896;gemeinde
150845052565;Wetterzeube;1720;gemeinde
150845053025;Balgstädt;1060;gemeinde
150845053135;Stadt Freyburg (Unstrut);4438;gemeinde
150845053150;Gleina;1155;gemeinde
150845053170;Goseck;1029;gemeinde
150845053250;Karsdorf;1446;gemeinde
150845053285;Stadt Laucha An Der Unstrut;2730;gemeinde
150845053360;Stadt Nebra (Unstrut);2963;gemeinde
150845054013;Meineweh;1008;gemeinde
150845054335;Mertendorf (Landkreis Burgenlandkreis);1589;gemeinde
150845054341;Molauer Land;1006;gemeinde
150845054375;Stadt Osterfeld;2375;gemeinde
150845054445;Schönburg;1069;gemeinde
150845054470;Stadt Stößen;888;gemeinde
150845054560;Wethau;861;gemeinde
150850000000;Harz;207617;kreis
150850040040;Stadt Ballenstedt;8611;gemeinde
150850055055;Stadt Blankenburg (Harz);19565;gemeinde
150850110110;Stadt Falkenstein/Harz;5061;gemeinde
150850135135;Stadt Halberstadt;36676;gemeinde
150850145145;Stadt Harzgerode;7475;gemeinde
150850185185;Huy;6759;gemeinde
150850190190;Stadt Ilsenburg (Harz);9558;gemeinde
150850227227;Nordharz;7743;gemeinde
150850228228;Stadt Oberharz Am Brocken;10031;gemeinde
150850230230;Stadt Osterwieck;11294;gemeinde
150850235235;Welterbestadt Quedlinburg;23309;gemeinde
150850330330;Stadt Thale;17165;gemeinde
150850370370;Stadt Wernigerode;32477;gemeinde
150855051090;Ditfurt;1457;gemeinde
150855051125;Groß Quenstedt;855;gemeinde
150855051140;Harsleben / Harschlewe;2120;gemeinde
150855051160;Hedersleben;1298;gemeinde
150855051285;Stadt Schwanebeck;2357;gemeinde
150855051287;Selke-Aue;1334;gemeinde
150855051365;Stadt Wegeleben;2472;gemeinde
150860000000;Jerichower Land;88710;kreis
150860005005;Biederitz;8488;gemeinde
150860015015;Stadt Burg;22109;gemeinde
150860035035;Elbe-Parey;6420;gemeinde
150860040040;Stadt Genthin;13624;gemeinde
150860055055;Stadt Gommern;10228;gemeinde
150860080080;Stadt Jerichow;6677;gemeinde
150860140140;Stadt Möckern;12743;gemeinde
150860145145;Möser;8421;gemeinde
150870000000;Mansfeld-Südharz;131514;kreis
150870015015;Stadt Allstedt;7643;gemeinde
150870031031;Stadt Arnstein;6294;gemeinde
150870130130;Lutherstadt Eisleben;22630;gemeinde
150870165165;Stadt Gerbstedt;6829;gemeinde
150870220220;Stadt Hettstedt;13111;gemeinde
150870275275;Stadt Mansfeld;8369;gemeinde
150870370370;Stadt Sangerhausen;25819;gemeinde
150870386386;Seegebiet Mansfelder Land;8568;gemeinde
150870412412;Südharz;9037;gemeinde
150875051055;Berga;1654;gemeinde
150875051101;Brücken-Hackpfüffel;967;gemeinde
150875051125;Edersleben;958;gemeinde
150875051250;Stadt Kelbra (Kyffhäuser);3294;gemeinde
150875051440;Wallhausen (Landkreis Mansfeld-Südharz);2412;gemeinde
150875052010;Ahlsdorf;1548;gemeinde
150875052045;Benndorf;1953;gemeinde
150875052070;Blankenheim (Landkreis Mansfeld-Südharz);1136;gemeinde
150875052075;Bornstedt;792;gemeinde
150875052205;Helbra;3750;gemeinde
150875052210;Hergisdorf;1482;gemeinde
150875052260;Klostermansfeld;2179;gemeinde
150875052470;Wimmelburg;1089;gemeinde
150880000000;Saalekreis;181788;kreis
150880020020;Solestadt Bad Dürrenberg;11305;gemeinde
150880025025;Goethestadt Bad Lauchstädt;8772;gemeinde
150880065065;Stadt Braunsbedra;10390;gemeinde
150880150150;Kabelsketal;8815;gemeinde
150880195195;Stadt Landsberg;14724;gemeinde
150880205205;Stadt Leuna;13898;gemeinde
150880216216;Stadt Wettin-Löbejün;9726;gemeinde
150880220220;Stadt Merseburg;33302;gemeinde
150880235235;Stadt Mücheln (Geiseltal);8294;gemeinde
150880295295;Petersberg (Landkreis Saalekreis);9417;gemeinde
150880305305;Stadt Querfurt;10118;gemeinde
150880319319;Salzatal;11472;gemeinde
150880330330;Schkopau;10943;gemeinde
150880365365;Teutschenthal;13109;gemeinde
150885051030;Barnstädt;947;gemeinde
150885051100;Farnstädt;1445;gemeinde
150885051250;Nemsdorf-Göhrendorf;801;gemeinde
150885051265;Obhausen;2181;gemeinde
150885051340;Stadt Schraplau;1061;gemeinde
150885051355;Steigra;1068;gemeinde
150890000000;Salzlandkreis;184199;kreis
150890015015;Stadt Aschersleben;26021;gemeinde
150890026026;Stadt Barby;8022;gemeinde
150890030030;Stadt Bernburg (Saale);31553;gemeinde
150890042042;Bördeland;7544;gemeinde
150890055055;Stadt Calbe (Saale);8372;gemeinde
150890175175;Stadt Hecklingen;6691;gemeinde
150890195195;Stadt Könnern;7990;gemeinde
150890235235;Stadt Nienburg (Saale);5842;gemeinde
150890305305;Stadt Schönebeck (Elbe);30429;gemeinde
150890307307;Stadt Seeland;7734;gemeinde
150890310310;Stadt Staßfurt;23818;gemeinde
150895051041;Bördeaue;1795;gemeinde
150895051043;Börde-Hakel;2940;gemeinde
150895051045;Borne;1168;gemeinde
150895051075;Stadt Egeln;3134;gemeinde
150895051365;Wolmirsleben;1378;gemeinde
150895052005;Stadt Alsleben (Saale);2670;gemeinde
150895052130;Giersleben;940;gemeinde
150895052165;Stadt Güsten;3967;gemeinde
150895052185;Ilberstedt;962;gemeinde
150895052245;Plötzkau;1229;gemeinde
150900000000;Stendal;107250;kreis
150900070070;Stadt Bismark (Altmark);7854;gemeinde
150900225225;Hansestadt Havelberg;6182;gemeinde
150900415415;Hansestadt Osterburg (Altmark);9435;gemeinde
150900535535;Hansestadt Stendal;37406;gemeinde
150900546546;Stadt Tangerhütte;10336;gemeinde
150900550550;Stadt Tangermünde;10255;gemeinde
150905051010;Stadt Arneburg;1437;gemeinde
150905051135;Eichstedt (Altmark);837;gemeinde
150905051180;Goldbeck;1394;gemeinde
150905051220;Hassel;899;gemeinde
150905051245;Hohenberg-Krusemark;1175;gemeinde
150905051270;Iden;743;gemeinde
150905051435;Rochau;982;gemeinde
150905051610;Hansestadt Werben (Elbe);952;gemeinde
150905052285;Kamern;1208;gemeinde
150905052310;Klietz;1441;gemeinde
150905052445;Stadt Sandau (Elbe);806;gemeinde
150905052485;Schollene;1097;gemeinde
150905052500;Schönhausen (Elbe);2142;gemeinde
150905052631;Wust-Fischbeck;1209;gemeinde
150905053003;Aland;1313;gemeinde
150905053007;Altmärkische Höhe;1773;gemeinde
150905053008;Altmärkische Wische;828;gemeinde
150905053520;Hansestadt Seehausen (Altmark);4707;gemeinde
150905053635;Zehrental;839;gemeinde
150910000000;Wittenberg;122949;kreis
150910010010;Stadt Annaburg;6521;gemeinde
150910020020;Stadt Bad Schmiedeberg;8058;gemeinde
150910060060;Stadt Coswig (Anhalt);11319;gemeinde
150910110110;Stadt Gräfenhainichen;11359;gemeinde
150910145145;Stadt Jessen (Elster);13910;gemeinde
150910160160;Stadt Kemberg;9514;gemeinde
150910241241;Stadt Oranienbaum-Wörlitz;8063;gemeinde
150910375375;Lutherstadt Wittenberg;45010;gemeinde
150910391391;Stadt Zahna-Elster;9195;gemeinde
160000000000;Thüringen;2110396;bundesland
160510000000;Stadt Erfurt;218200;kreis
160510000000;Stadt Erfurt;218200;gemeinde
160520000000;Stadt Gera;93120;gemeinde
160520000000;Stadt Gera;93120;kreis
160530000000;Stadt Jena;110369;gemeinde
160530000000;Stadt Jena;110369;kreis
160540000000;Stadt Suhl;35410;gemeinde
160540000000;Stadt Suhl;35410;kreis
160550000000;Stadt Weimar;65494;kreis
160550000000;Stadt Weimar;65494;gemeinde
160610000000;Eichsfeld;98861;kreis
160610045045;Stadt Heilbad Heiligenstadt;16586;gemeinde
160610074074;Niederorschel;5417;gemeinde
160610115115;Stadt Leinefelde-Worbis;20066;gemeinde
160610116116;Am Ohmberg;3562;gemeinde
160610117117;Sonnenstein;4343;gemeinde
160610118118;Stadt Dingelstädt;6853;gemeinde
160615001003;Berlingerode;1199;gemeinde
160615001015;Brehme;1085;gemeinde
160615001026;Ecklingerode;686;gemeinde
160615001031;Ferna;544;gemeinde
160615001094;Tastungen;248;gemeinde
160615001103;Wehnde;369;gemeinde
160615001114;Teistungen;2464;gemeinde
160615006017;Breitenworbis;3156;gemeinde
160615006019;Buhla;469;gemeinde
160615006037;Gernrode;1465;gemeinde
160615006044;Haynrode;704;gemeinde
160615006058;Kirchworbis;1305;gemeinde
160615008001;Arenshausen;995;gemeinde
160615008014;Bornhagen;238;gemeinde
160615008021;Burgwalde;217;gemeinde
160615008032;Freienhagen;290;gemeinde
160615008033;Fretterode;178;gemeinde
160615008036;Gerbershausen;582;gemeinde
160615008048;Hohengandern;574;gemeinde
160615008057;Kirchgandern;593;gemeinde
160615008066;Lindewerra;257;gemeinde
160615008069;Marth;328;gemeinde
160615008078;Rohrberg (Landkreis Eichsfeld);225;gemeinde
160615008082;Rustenfelde;509;gemeinde
160615008083;Schachtebich;234;gemeinde
160615008102;Wahlhausen;294;gemeinde
160615009012;Bodenrode-Westhausen;1080;gemeinde
160615009034;Geisleden;973;gemeinde
160615009039;Glasehausen;148;gemeinde
160615009047;Heuthen;722;gemeinde
160615009049;Hohes Kreuz;1266;gemeinde
160615009076;Reinholterode;776;gemeinde
160615009089;Steinbach (Landkreis Eichsfeld);527;gemeinde
160615009107;Wingerode;1154;gemeinde
160615012002;Asbach-Sickenberg;101;gemeinde
160615012007;Birkenfelde;532;gemeinde
160615012024;Dietzenrode/Vatterode;128;gemeinde
160615012028;Eichstruth;87;gemeinde
160615012065;Lenterode;317;gemeinde
160615012067;Lutter;713;gemeinde
160615012068;Mackenrode;314;gemeinde
160615012077;Röhrig;224;gemeinde
160615012084;Schönhagen;148;gemeinde
160615012091;Steinheuterode;301;gemeinde
160615012096;Thalwenden;348;gemeinde
160615012097;Uder;2707;gemeinde
160615012111;Wüstheuterode;572;gemeinde
160615013018;Büttstedt;872;gemeinde
160615013027;Effelder;1201;gemeinde
160615013041;Großbartloff;913;gemeinde
160615013063;Küllstedt;1284;gemeinde
160615013101;Wachstedt;444;gemeinde
160615014023;Dieterode;81;gemeinde
160615014035;Geismar;1053;gemeinde
160615014056;Kella;469;gemeinde
160615014062;Krombach (Landkreis Eichsfeld);186;gemeinde
160615014075;Pfaffschwende;307;gemeinde
160615014085;Schwobfeld;101;gemeinde
160615014086;Sickerode;145;gemeinde
160615014098;Volkerode;239;gemeinde
160615014105;Wiesenfeld;231;gemeinde
160615014113;Schimberg;2162;gemeinde
160620000000;Nordhausen;81415;kreis
160620005005;Stadt Ellrich;5233;gemeinde
160620041041;Stadt Nordhausen;40732;gemeinde
160620049049;Sollstedt;2898;gemeinde
160620062062;Hohenstein (Landkreis Nordhausen);2026;gemeinde
160620063063;Werther;3002;gemeinde
160620065065;Harztor;7449;gemeinde
160625053008;Görsbach;1018;gemeinde
160625053054;Urbach (Landkreis Nordhausen);894;gemeinde
160625053064;Stadt Heringen/Helme;4668;gemeinde
160625054009;Großlohra;853;gemeinde
160625054024;Kehmstedt;459;gemeinde
160625054026;Kleinfurra;987;gemeinde
160625054033;Lipprechterode;513;gemeinde
160625054037;Niedergebra;630;gemeinde
160625054066;Stadt Bleicherode;10053;gemeinde
160630000000;Wartburgkreis;156674;kreis
160630004004;Barchfeld-Immelborn;4350;gemeinde
160630076076;Stadt Treffurt;5935;gemeinde
160630078078;Unterbreizbach;3322;gemeinde
160630082082;Stadt Vacha;5045;gemeinde
160630092092;Wutha-Farnroda;6341;gemeinde
160630097097;Gerstungen;9125;gemeinde
160630098098;Hörselberg-Hainich;6077;gemeinde
160630099099;Stadt Bad Liebenstein;7768;gemeinde
160630101101;Krayenberggemeinde;4890;gemeinde
160630103103;Stadt Werra-Suhl-Tal;6171;gemeinde
160630105105;Stadt Eisenach;39931;gemeinde
160635006006;Berka v. d. Hainich;740;gemeinde
160635006008;Bischofroda;642;gemeinde
160635006028;Frankenroda;317;gemeinde
160635006037;Hallungen;180;gemeinde
160635006046;Krauthausen;1557;gemeinde
160635006049;Lauterbach (Landkreis Wartburgkreis);658;gemeinde
